"","Control","Control.1","Control.2","Control.3","Control.4","Control.5","Control.6","Control.7","Disease","Disease.1","Disease.2","Disease.3","Disease.4","Disease.5","Disease.6","Disease.7","Disease.8","Disease.9","Disease.10","Disease.11","Disease.12","Disease.13","Disease.14","Disease.15","Disease.16","Disease.17","Disease.18","Disease.19","Disease.20","t_test_p_value"
"P62993",-0.245504383,-0.248325841,-0.424097765,-0.570499507,0.265631426,-0.090666446,0.048195493,0.265296872,-0.095435617,-0.063885409,-0.082899423,0.120699488,-0.822267915,0.041603897,0.466001476,-0.000292477,-0.28246558,-0.168819881,-0.081666644,0.072472529,0.262097946,0.015816393,0.12737198,0.144350476,-0.345166557,0.1641114,-0.892378573,0.06128621,-0.684249431,0.947873751991826
"P62995",-0.854488496,-0.213380476,0.175604839,-0.666889019,0.112408372,-0.008310047,0.077631768,0.043973219,0.582931749,0.463640207,-0.298083907,0.218739006,-0.02987933,0.347611003,-0.027511972,0.186827924,0.210867033,-0.046535774,0.183977667,0.472426904,-0.29087771,0.024249171,-0.062430284,-0.157065548,0.039862759,-0.028219945,-0.079886681,-0.367249348,0.059745612,0.840957859521144
"P63000",0.3415986,0.9346772,0.7252328,0.6042547,0.9109406,0.7745019,0.8574633,0.5500321,0.5279777,0.8334793,0.353664,0.8637017,0.5193,0.9127891,0.8606519,0.9141922,0.8547342,0.9178847,0.9175229,1.1238449,1.0136735,0.8029396,0.7952432,0.8657278,0.5887875,1.3116898,0.6939511,0.8916486,1.0166767,0.129938864994362
"P63010",0.776440305,0.983929496,1.270113441,0.908078993,0.684028501,0.381215121,0.617329387,0.39778976,0.658986709,0.840946817,0.583248409,0.82873511,1.035248885,0.804021602,0.718846901,0.786430849,0.776268762,0.776379499,0.871601047,0.997037301,0.681617797,0.74947918,0.958626528,0.656612582,-0.135557433,1.233562907,0.007702558,0.847053119,1.036805119,0.908385937392579
"P63104",1.483891,1.747157,1.816735,1.646573,1.773924,1.589651,2.052544,1.265334,2.011524,1.638018,1.6166,1.973683,1.692592,1.795616,2.209456,1.971008,1.856151,2.065844,1.759127,1.671151,1.856973,1.815838,1.912949,1.64339,1.460895,1.774735,1.602282,1.804944,1.806817,0.55816394823904
"P63151",-0.07756297,-0.4832307,-0.2252713,-0.09723589,0.04201988,0.09256279,-0.09249227,-0.20487373,0.25913675,0.25033013,-0.21663652,0.22219954,0.13369174,0.28776086,-0.18955609,0.17327833,0.41062268,-0.00694203,-0.77176783,0.01704606,0.26749831,-0.04344304,0.10065956,0.25458365,0.53682465,-0.54758479,0.74553212,-0.36578653,-0.04018336,0.201343311986251
"P63162",0.50117472,0.66674984,0.02594632,0.63734053,-0.08329411,-0.40866092,-0.81771937,0.07991854,-0.28577731,0.23862874,-0.36698387,0.05798028,0.32848743,-0.10158285,0.11081896,-0.07490218,0.18066163,0.22856746,0.29659244,0.1865312,0.21729108,0.11270008,0.14530933,0.38501295,0.34752677,0.49567795,0.44811395,0.35456976,0.72643276,0.233152009338095
"P63167",0.60174843,0.55995427,0.38709033,0.57500249,0.86099407,0.48626764,0.56369256,0.28470097,0.29414612,0.28845059,0.32687992,0.36207019,-0.71851915,0.46583952,-0.3292014,0.32596227,0.32880639,0.2763139,0.09437698,0.56918885,-0.24668898,0.69877045,0.38486463,-0.0160515,0.11577111,0.35312446,-0.08070915,0.66776942,0.51083453,0.0115113921189045
"P63172",-0.324577636,-0.355037737,-0.214450266,-0.448510598,0.481552357,-0.208610328,0.423175135,-0.515476812,-0.237713578,-0.351576927,-0.356137097,-0.176474091,-0.415034496,-0.057628868,-0.547956235,-0.586586494,-0.114232826,-0.291310773,-0.382601395,-0.049087655,0.251054576,-0.34930441,-0.003743442,0.234308981,-0.17417511,-0.19743503,-0.050397063,-0.397976204,-0.394882088,0.562737480053666
"P63173",0.25555249,0.31018559,0.18891784,0.38363434,0.73760094,-0.02023711,0.49046546,0.28523128,0.45800491,0.30163235,0.36538482,0.05855158,0.63259138,0.05259307,0.41210224,-0.0630658,0.24417159,0.33382636,0.53336673,0.3823672,-0.07246752,0.43681577,0.45714837,0.68980025,-0.05031176,0.74684496,0.58397801,0.46877088,0.45986997,0.955328745844969
"P63208",0.06771956,-1.08424539,0.24276454,0.66686409,0.85939314,0.51838961,1.04578126,0.76779485,0.7664063,0.66856953,0.81710725,0.99299995,0.78875324,0.72065765,0.99434728,0.74009681,0.80595146,0.77835179,0.83675938,0.62915801,0.84624057,0.65415538,-0.3562662,0.62731587,0.12057627,0.23125418,-0.28347773,0.64621574,0.75409706,0.625177404309468
"P63220",-0.009763743,0.122128851,-0.108965007,0.017935372,0.49802379,0.642234096,0.13585518,0.659211844,0.311772184,0.311132781,-0.284222627,0.06454552,-0.041389467,0.117180501,0.153651826,-0.145085721,0.225367903,0.440938475,0.056014282,0.400492999,0.223077529,0.201649264,0.031985762,0.191161596,-0.950973247,0.449607471,-0.075536246,0.422983698,0.318944987,0.173555570892666
"P63241",1.0790437,0.8522586,0.8275388,0.5986635,1.1316839,0.9750989,1.1439418,1.182618,1.3277324,1.1404504,1.5289242,1.0734156,1.2873738,1.0081791,0.911348,1.0061413,0.9276039,1.2409763,1.1967196,1.1818635,1.1094317,1.1473145,1.2175002,1.3069058,0.8638247,1.2177871,1.1838978,1.2007103,1.1135106,0.159040425651198
"P63244",0.2814593,0.829019,0.1654473,0.4298065,1.1288381,0.9336207,1.4311745,1.1068659,1.1847686,1.1330804,0.4320939,0.7712966,1.195191,0.8057355,1.2325152,0.8469576,0.9047621,0.9129563,1.0690081,1.0019326,0.9503493,0.9732232,0.6418182,1.1930331,0.8892298,1.1340547,0.4373607,0.7435517,1.0685379,0.922724461042672
"P63261",2.672997,2.747054,2.813559,2.909658,3.049922,2.965821,3.072524,2.969204,2.86948,2.749074,2.707953,2.723183,2.590887,2.686945,3.016844,2.67654,2.753435,2.687891,2.68473,2.744113,3.027517,2.613879,2.906587,2.752271,2.549045,2.914457,3.037475,2.82404,2.727805,0.00728884063958138
"P63279",-0.520227041,-0.470765035,-1.046090406,-0.437504887,0.617288029,0.22064502,0.386412151,-1.28103892,0.254657405,-0.105739364,-0.227519455,-0.139658131,0.495388724,0.068011739,0.752847755,-0.008861142,-0.22513569,0.283659538,0.166690032,-0.161573553,-0.1903113,0.258740158,-0.369576984,0.160348472,0.110976538,0.319814683,-0.815942252,-0.007650027,-0.540216383,0.438363271118788
"P63313",0.96954094,0.84652322,-0.42367124,0.8384971,0.93893121,1.3586787,1.22439954,1.18447988,0.8850488,0.79477158,0.1915138,1.17521928,0.09364586,0.54036138,0.09737185,0.86537298,1.25083308,0.9059556,0.84639276,1.12528111,1.6391307,0.86737368,0.20483508,-0.63462252,0.61906632,0.72556251,0.06200374,1.64404001,1.00603489,0.516313097503932
"P67775",0.12058514,-0.80560846,-0.22377673,0.10438765,0.60960089,0.13509244,0.82894631,0.32923177,0.21982247,0.41082644,0.13643119,0.42507415,-0.30834001,0.27096424,0.46624452,0.44091234,0.5481142,0.0968476,0.32768613,0.10569263,0.44739956,0.64930863,0.57992919,0.59531807,-0.7385084,0.17372678,-0.02805071,-0.33411211,-0.01196594,0.753376727741715
"P67809",0.38391726,0.2552298,0.12673938,0.33310089,0.37264221,0.02165412,0.83271032,0.62694537,0.69514916,0.76499545,0.62024854,0.75493659,0.61177781,0.54532776,1.02175393,1.16108096,0.70816753,1.01043784,0.96519678,0.85387669,0.53664153,0.99363218,0.39770939,0.65697839,0.59641434,-0.08058126,-0.79646123,-0.0217663,0.01276983,0.292701392089075
"P67870",-1.064188352,-0.781794577,-0.141269591,-0.123810158,-0.431621843,-0.294988076,-0.130830478,-0.536684846,-0.015361941,-0.030803844,-0.383702593,-0.279366294,-1.342154029,-0.423908552,-0.267818771,-0.36395539,-0.171432987,-0.213555759,-0.193909444,-0.37109172,0.031529036,0.001708235,-0.238481615,-0.412675082,-0.417085247,-0.584114497,-0.651886753,-0.076729918,0.050766043,0.932583168360799
"P67936",1.498593,1.791895,1.665844,2.139875,2.240193,2.105284,1.817471,1.648604,1.251913,1.668764,1.395154,1.636221,1.262802,1.692841,1.742824,1.933016,2.086984,1.727519,1.496638,1.657215,1.669844,1.683547,1.357993,0.261628,1.353507,1.773978,1.099363,2.226603,1.505582,0.0822719005554454
"P68032",1.4124346,2.0501949,2.0272244,2.3241765,2.3483234,2.4178061,1.5143471,2.0579561,0.6770781,1.4458858,1.9541748,0.9675108,1.3350532,1.5789338,1.3706628,1.6772496,1.3170894,1.452641,1.7367602,1.4268683,2.3206878,1.6219779,0.9135964,1.662105,0.6548293,1.1914635,0.576465,1.3044933,1.2414411,0.037296752386072
"P68036",-0.70632404,-0.78363555,-0.6019811,-0.58751142,0.11569384,0.27923563,0.6017736,0.0304687,0.2880495,0.05963189,0.71963753,0.39852947,0.61728914,0.37008076,0.47203713,0.61211411,0.80060107,0.45900011,0.05305574,0.52797448,0.52979846,0.63543299,0.74442382,0.7690828,0.20628271,0.78555008,0.0902425,-0.05717647,-0.27818288,0.0265928148568477
"P68104",1.680656,1.771731,1.488318,1.94221,2.12627,1.748788,2.008929,1.855796,1.902047,1.853605,1.80855,1.857889,2.186397,1.859937,1.651472,2.076568,1.884974,2.075316,1.732361,2.002661,1.719062,1.923672,1.867338,2.160111,1.958726,2.352249,2.154362,2.196896,2.211229,0.156425907772669
"P68363",1.962373,2.24408,2.358153,2.202778,2.409952,2.179419,2.552455,2.289415,2.472809,2.516309,2.038127,2.288964,2.26919,2.229168,2.005833,2.233547,2.226108,2.41992,2.066967,2.463387,2.202065,1.992971,2.38095,2.312432,1.933036,2.288587,2.103868,2.076626,2.041741,0.0402161639621834
"P68366",0.470411716,0.435563916,1.266577033,0.718761507,-0.204844146,-0.004505842,0.071425635,0.254750687,0.445662704,0.412614695,-0.390022207,0.161436226,-0.300716341,0.108600368,-1.655611209,0.102762946,-0.163852572,-0.135877358,-0.05220698,-0.670282608,0.172883601,-0.255995548,0.381269877,0.296071864,-0.051543835,-0.021252944,0.248704689,0.109342453,-1.298809863,0.0210021231472341
"P68371",1.793891,2.175566,2.256002,2.079684,2.494299,2.178399,2.601395,2.315133,2.21579,2.399009,2.048421,2.302028,2.169833,2.211994,1.946352,2.126208,2.221209,2.29086,2.133603,2.307943,2.182499,1.950409,2.241267,2.248845,1.500956,2.128744,2.136,2.09613,1.965038,0.0533607938023443
"P68400",0.119950081,-0.01475639,0.294545946,0.072334322,-1.006513065,-0.47890084,-0.336082095,-0.201989514,0.355606552,0.109131506,-0.31136857,-0.466431081,0.256821592,-0.077462238,0.121321238,-0.035728404,-0.494903966,-0.095874878,0.280023916,0.152718631,-0.46554423,0.154627808,-0.006738186,0.217191544,1.015655461,0.335586386,0.244256804,-0.287695157,0.497343943,0.238695781187085
"P68402",0.09518675,0.17093637,0.13422591,0.09204569,0.28091857,0.07734288,0.42190927,0.23559086,0.69148204,0.09396787,0.25455332,0.31975367,0.43196317,0.49038606,0.54254507,0.17940718,0.43413492,0.56070296,0.50998193,0.43358718,0.29206117,0.48099961,0.34243316,0.80577665,0.14139836,0.75625124,0.08401425,0.37961383,0.36780103,0.145882405784375
"P68431",0.46561838,0.49416014,0.50665225,0.53357429,-1.9646049,-0.81173891,0.53981536,-0.34740705,-0.50641667,0.70503299,0.68611247,0.70202168,0.07406118,0.50967162,-0.78342242,0.13185547,0.74866643,-0.03384742,1.08787426,0.34779847,-1.08116116,0.89877386,0.1000496,1.38072294,0.28098595,0.64178262,0.23250295,0.52025933,0.71612695,0.119712464712643
"P68871",3.949502,3.552334,3.424401,3.610835,3.667114,3.732607,4.016961,4.56038,3.654493,3.212904,4.215856,3.379912,2.611994,3.2987,3.878665,2.694221,3.364471,3.197416,2.632812,2.973559,3.87419,2.648248,3.548905,3.607003,3.519664,3.194638,4.161157,3.487293,3.293765,0.0170580196446992
"P69849",-0.19078791,-0.19044029,-0.06259074,-0.54366018,-0.62189221,-0.89272099,-1.15637528,0.01228503,-0.59034945,0.26380554,-0.32403233,-0.31310555,0.32298446,-0.16647908,-0.79107965,-0.59103672,0.08163233,-0.07935066,-0.02300396,-0.18806529,-0.27290833,-0.09817455,-0.34678749,-0.23701824,-0.05936879,-0.44890825,-0.10806564,-0.07102676,-0.03769292,0.0604078522012167
"P69891",1.73873575,2.280509878,0.054907353,0.067193738,-0.308561134,0.323954761,0.667254609,0.668378954,-0.00301547,-1.186428022,1.855664736,1.023665757,-0.529371337,-0.215933671,0.86691668,-1.014987016,0.002959817,0.545104767,-0.866578625,-0.39134692,1.379037263,0.176262735,0.577770657,-0.355142244,-0.56982125,0.240159432,-0.545954487,0.414119013,0.947863424,0.319948781098261
"P69905",3.773075,3.358768,3.367317,3.48936,3.440065,3.648977,3.761273,4.370977,3.463783,2.981421,4.175033,3.05816,2.315501,3.003133,3.662729,2.432894,3.181749,2.972728,2.493071,2.6485,3.841328,2.513764,3.275224,3.136898,3.240061,2.983626,3.842443,3.365092,3.101889,0.0061457664126413
"P78310",-0.265439379,-0.177218812,-0.281568016,0.239881942,-0.062464566,0.030527274,-0.514769391,-0.308780482,-1.298374568,-0.291639606,-0.838432194,-0.259274314,-0.66335037,-0.129142018,-1.180930892,-0.420275593,0.089821109,-0.466672537,-0.298354742,-0.062435087,-0.101251622,-0.11047107,-0.97004702,-0.524760307,0.059047814,-0.005025503,0.267722513,0.125524783,0.101222149,0.947066765613115
"P78324",-0.809137243,0.111437986,1.060383285,0.299770872,-0.007890596,0.399493979,0.238574908,-0.061202024,-1.35831417,-0.587325154,0.12333065,-0.038933816,-1.014828409,0.083443515,-0.218268773,-0.833367102,0.418702405,-0.701933185,-0.520811844,-0.944195533,-0.228965785,-0.765238284,-0.735718805,-0.926027814,-0.274869538,-0.443366201,-0.135411857,-0.667709883,-0.629573962,0.0655815960871811
"P78344",-0.390996725,-1.429648204,-0.137784338,-0.797078962,-0.477858827,-0.730411152,-0.72284543,-0.325527415,-0.83717667,-0.389823799,-0.556986325,-0.456615152,-0.747448165,-0.300658332,-0.885544554,-0.107813138,-0.421622813,-0.411643465,-0.464098247,-0.284274745,-0.607909631,-0.288231207,0.065572247,-0.20899013,-0.298239364,-1.206186983,0.009128263,-0.938835191,-0.263859094,0.144085970034897
"P78347",0.12045378,-1.15017849,0.11841353,-1.0114892,-0.18793343,-1.32606562,0.08064806,-0.05907108,0.31515696,-0.05086743,0.71741804,0.13394005,0.74801042,-0.02457759,-0.18579964,0.24876417,-0.46876454,-0.26936142,0.17640685,-0.03580465,-0.46019524,0.26558438,0.01443625,0.25835698,-1.03124563,0.00666803,-0.77088573,-0.73828139,-0.84038364,0.284914309236256
"P78356",-0.42413717,-0.36734566,-0.950013,-0.8452741,-0.7399953,-0.81309734,-0.49389495,0.43473622,-0.08013844,-0.33889045,0.42310644,-0.26652355,-0.25963073,-0.34378744,-1.12195612,-1.02421015,-0.38775449,-1.07179152,-0.31400813,-0.39848363,-0.70137187,-0.55780247,-1.12959008,-0.75348437,1.23052229,-0.40560845,1.81969432,-0.53238252,-0.47209988,0.524714981045483
"P78371",0.90979162,0.73057506,0.83024701,0.83127541,0.48632929,0.34844941,0.45215593,0.90252102,0.83532501,0.73734366,0.97181399,0.9882506,0.36268418,0.8793506,0.56092315,0.78925345,1.43669631,0.94426278,0.67384918,0.76085958,0.92023271,0.64373992,0.62368457,1.51836036,0.04149485,0.57534477,0.76780324,0.76131706,0.63942307,0.339104838486297
"P78406",-0.55895835,-0.64688024,-0.06408148,-0.6987586,-0.53057613,-0.88715341,-0.88028367,0.7669661,-0.49208008,-0.73245391,-0.10314062,-1.33101187,-0.3055833,-0.80713376,-0.55560496,-1.31669732,-1.21394212,-1.10807915,-0.79715829,-1.01843205,-0.48703325,-1.4294725,-0.50283961,-0.60305341,-0.59682195,-0.73411255,1.81969432,-1.5447491,-0.67025404,0.292097150028132
"P78417",1.1771236,0.4528173,0.7904432,0.9998171,0.4071104,-0.1559255,0.4431765,0.5629137,0.5921647,0.6548987,0.896225,0.5804914,0.4089579,0.856793,0.8559131,0.8560436,0.8211969,0.5525619,0.577712,0.8637827,0.5847489,0.3732045,0.9070157,0.8517919,0.5873291,1.0270303,0.4823929,0.7708979,1.0691253,0.12085502475048
"P78527",0.21407633,0.60371905,-0.19270285,0.10163001,0.46746328,-0.34535928,0.71209065,-0.28639923,1.20813933,0.98449514,-0.03240705,0.93245859,1.47858571,0.84209985,0.84674319,1.10628124,0.90728342,1.20608519,0.95949433,0.97451174,1.28279342,1.16701914,0.94090657,0.85515225,0.24477984,0.92873611,0.66645576,0.80892331,0.91849302,0.0162387987817222
"P78539",0.2190528,-0.236004,-0.2825661,-0.3218626,0.1573239,-0.5937387,-0.223588,0.2024003,-0.6957525,-0.6197949,0.513039,-1.6019181,-0.5025744,-0.3932774,0.7543063,-1.5865083,-0.6046867,-0.6867488,-1.4383103,-0.9016138,-1.0638606,-1.1377675,-0.6593643,0.4493237,-0.6084802,-0.4830294,-0.2834608,-0.2599747,-0.8085257,0.0674831351188952
"P78559",0.25309238,0.079709381,0.622361323,-0.034406017,-0.756873419,0.032338797,-0.184276014,0.111071529,-0.000957199,0.536858595,-0.834124681,0.353801407,-0.917840152,-0.118704629,0.156273405,-0.171939155,-0.377305885,-0.016999464,-0.047658078,0.296566401,-1.05227014,-0.324136731,-0.005296576,-0.643069239,-0.54533886,-0.044213641,-0.954398888,-0.68490715,-0.214439292,0.139017744990247
"P79483",-0.09110062,-0.32318504,0.09930632,-0.29781138,-0.02781065,-0.12034763,0.49512003,-0.15661371,-0.65819242,-0.51925994,0.06221455,0.12268827,-0.69849559,-1.24868889,-0.50827636,-0.255628,-0.35054814,-1.03626353,-0.65327122,0.02816747,-0.50245647,-0.36800829,-1.24251959,0.11575875,0.0263619,0.11378781,-0.06306633,-0.27908454,-0.21201655,0.123449840317638
"P80188",-0.712911885,0.016861003,-0.028035542,0.159283139,-0.592917812,-0.255066813,0.035759049,-0.006841311,-0.634081845,-1.012092624,0.315191816,-1.254988853,-0.54713867,-0.105887639,1.256322573,-0.656038077,-1.12172687,-0.388508263,-0.958716746,-0.526007954,-1.22042971,-1.805122206,-0.467931526,-0.323243978,-0.191284933,0.22768981,0.45430071,0.179425694,0.047028125,0.219659620687675
"P80303",-0.67557507,-0.43739136,-0.1005047,-0.16060857,-0.58742034,-0.08058284,-0.44512954,0.05509283,0.32779661,0.06403895,-0.53714383,-0.35283166,0.52474126,-0.47407264,0.32235096,-0.42117628,-0.28242667,0.11731111,0.15880212,0.15477439,0.06263346,0.24459385,-0.21385956,-0.30933549,0.82245397,0.11728531,-0.07540661,-0.11249724,0.18972759,0.194949619326605
"P80404",-0.48794071,0.20531936,0.66672575,-0.02444992,-0.57728441,0.2631961,-0.61380683,-1.03989107,-1.43552059,-0.40804453,-0.59583434,-0.04771982,-0.60522105,-1.24282484,-0.42015243,-0.23324223,-0.4258612,-0.51845867,-0.10203336,-0.79562321,-0.54679094,-1.18981484,-0.99397068,-0.66890783,-0.30617827,-0.51037762,-0.29372483,-0.14464062,-0.88860304,0.413791237606003
"P80723",0.408,0.568,1.23,-0.0254,0.918,0.466,0.334,0.343,0.276,0.204,-0.643,0.676,-0.985,0.663,0.647,0.286,0.748,0.885,0.421,0.962,4.31e-11,0.312,0.0578,-0.378,-0.00184,0.988,0.0762,0.381,0.437,0.229209438886631
"P82979",-0.37353589,-0.41748915,-0.26359398,-0.30822851,-0.80067274,-0.41477613,-0.15321217,-0.14446935,-0.27084681,-0.27627699,-0.25442274,-0.93962529,-0.18133963,-0.35140812,-0.28004468,-0.41324272,-0.39031623,-0.23080344,-0.37150662,0.08184616,-0.20192901,-0.31478068,-0.34496712,-0.32575098,-0.26144214,-0.15517867,0.09999435,0.20630952,-1.42870095,0.78359973222463
"P82987",-0.10495898,-0.12678831,-0.43953729,-0.20502618,-0.71923242,-1.03534066,-0.94049548,0.23468356,-0.57047738,-0.50443243,-0.40369546,-0.43315233,-0.29954516,-0.62975272,-0.35691084,-0.77498266,-0.49161249,-0.33945026,-0.07189464,-0.40862903,-0.97651024,-0.39423774,-0.47630209,-0.53054687,-0.42271442,-0.36822903,-0.03905612,-0.85691544,-0.45102219,0.93340944254589
"P83111",-0.18,-0.597,-0.598,4.31e-11,-0.517,-1.06,-0.428,-0.859,-1.14,-0.887,-0.695,-1.57,-0.729,-1.15,-0.909,-1.14,-1.31,-0.748,-1.88,-0.913,-1.52,-1.39,-0.975,-1.25,-0.741,-0.955,-0.624,-0.508,-0.697,0.0280429428873765
"P83731",0.246706596,0.237034111,-0.31439761,-0.061908822,-0.152329569,0.14039243,-0.420518441,0.031194856,0.25120508,-0.003213686,-0.240374947,-0.36904707,-0.399964093,-0.191706335,0.346794595,-0.581786276,-0.660271746,0.084952343,-0.016530078,0.157478432,-0.076780811,0.121433176,-0.340303651,0.189384909,0.106825252,0.161111947,-0.862911403,0.226579079,0.310624494,0.57926426026657
"P84077",-0.07872889,0.29652929,0.22134293,0.13638237,0.94956666,0.27864596,1.11845157,0.82846569,0.95925223,0.77488097,1.00922734,0.82848583,0.90565889,0.82900496,0.91895362,0.90145635,0.75786405,0.85244769,0.69420839,0.93685524,1.14761265,0.64758641,0.76233611,0.91932942,-0.09536047,0.76898649,-0.43159714,0.15953549,0.52803182,0.588570688353642
"P84090",0.64054848,0.87809964,-0.56459931,0.71577204,0.78900248,0.4418819,0.53970469,0.36275202,0.5739994,0.51194418,0.35108154,0.43402284,0.74815412,0.53753966,0.65207438,0.41617407,0.57101024,0.24713863,0.43021488,0.70702516,0.85754923,0.58479978,0.49881895,0.39103239,0.41534264,0.7652716,0.02467416,0.9306147,0.94710324,0.629381301051096
"P84095",0.11642064,-0.30367309,0.12177983,-0.26219162,-0.09535972,-0.28837604,0.25123727,-0.41411617,0.27388821,0.23949589,-0.18339288,0.20228915,0.48005324,0.07655324,0.10058681,0.32020116,-0.09990931,0.01547815,0.30444002,0.22438765,0.59643706,0.28991586,0.2019,0.23350739,-0.20552086,0.49925741,0.269611,-0.04929561,-0.26558582,0.0408306802214999
"P84098",-0.69120461,-0.6045901,-0.92475292,-0.41499255,-0.66931919,-0.52637744,0.24250526,1.89314108,-0.11687768,-0.3757414,-0.21604524,-0.4464053,-0.44018432,-0.32691728,-0.33403736,-0.75136269,-0.61621379,-0.58587269,-0.40731435,-0.25376339,-0.04985731,-0.19588831,-0.47031954,-0.24612169,-0.16806359,0.43656414,0.1620161,-0.36390566,-0.41815446,0.627079803421298
"P84103",0.004953238,0.470290777,-0.034010321,0.211348969,0.034430468,-0.335233275,0.043069895,0.391533878,0.814229998,0.632252165,0.058530556,0.657763944,0.185238326,0.317158072,0.371388858,0.665487229,0.68266569,0.106389432,0.520940722,0.825841351,0.411906748,0.593212985,-0.280254434,0.193436536,0.497329262,0.370934171,0.666540009,0.587481316,0.523918646,0.128180327215172
