"","Control","Control.1","Control.2","Control.3","Control.4","Control.5","Control.6","Control.7","Disease","Disease.1","Disease.2","Disease.3","Disease.4","Disease.5","Disease.6","Disease.7","X","t_test_p_value"
"O14653",-0.7542674,-0.5348685,-0.6211851,-0.7058144,-0.6933968,-1.6197394,-0.6440218,-0.6267883,-1.6074641,-0.7586655,-0.7919519,-1.0997836,-0.4514675,-1.3294234,-1.292185,-1.3187349,NA,0.0312934385641565
"O14662",-0.8895722,-1.0923206,-1.3069156,-0.6625395,-0.7005863,-0.520358,-0.6003495,-0.6573029,-0.651957,-0.4901152,-0.6757324,-0.286765,-0.6096469,-0.585936,-0.4230151,-0.534344,NA,0.040027853698798
"O14672",0.35809809,0.51662297,0.50131886,-0.20416197,0.17138267,0.05785319,0.04685255,-0.31733181,0.10214618,0.18624287,0.06574425,0.04688737,0.2596856,0.35003622,-0.10410581,0.05411831,NA,0.958324677738441
"O14683",-0.91583001,-0.2033382,-0.52460857,-0.97085677,-0.36435226,-0.98454328,0.04424652,-0.67512234,-0.45896279,-0.52887445,-0.55233865,-0.6102537,-0.28939093,-0.46980903,0.06495121,-0.46892416,NA,0.356304457785111
"O14734",-1.2267866,-0.8000997,-0.8241361,-0.8927716,-0.9379862,-1.0300705,-1.0577738,-0.8892375,-0.5593658,-0.798676,-0.761518,-0.8190472,-1.0484796,-0.5025926,-0.8841767,-0.7820839,NA,0.31906193254138
"O14735",0.318170339,0.277108635,-0.277097795,0.082653478,0.087053039,-0.148522606,0.031316684,0.000593304,0.002344448,-0.168396382,-0.053036812,-0.24385132,0.065404952,-0.585644253,0.071794047,-0.02846084,NA,0.458798472391798
"O14737",-0.013813072,-0.154983464,0.027417821,0.009385255,0.094971889,-0.023432698,-0.018241893,-0.070612415,0.293453799,0.213527842,0.19475629,0.167791306,0.19080773,0.238261363,0.218028797,0.22227272,NA,0.00301729377006934
"O14744",-0.533303861,-0.313025684,0.100039389,-0.017348386,0.007057892,-0.020295172,-0.20353659,-0.024073514,0.080718176,-0.160708988,-0.128810738,-0.005214823,0.155842667,0.122219527,-0.145980425,-0.115821432,NA,0.982755203392285
"O14745",0.8234766,0.9444473,1.1501362,0.9267772,0.8075407,0.8011242,0.8455416,0.7790721,0.6999528,0.8077576,0.6940775,0.6271906,0.9824269,0.7018604,0.9099056,0.7370598,NA,0.338217918987316
"O14773",0.8130358,0.639415,0.8211136,0.7316924,0.6465121,0.8022735,0.6287197,0.455099,0.6417595,0.8418445,0.4827262,0.6492658,0.7646559,0.9896469,1.0446764,0.6252958,NA,0.237275034785985
"O14775",0.6587139,0.6452551,0.3066047,0.4920063,0.6432691,0.618092,0.5199798,0.58989,0.4434568,0.4743682,0.5076629,0.547956,0.164934,0.3581985,0.3829587,0.5077009,NA,0.11557461179814
"O14782",-1.2792214,-0.8469457,-0.9791559,-1.0804426,-1.0921178,-1.3103354,-1.5252195,-1.5648906,-1.4666572,-1.7796158,-1.1987646,-1.21171,-1.904975,-1.3358344,-1.9032721,-1.7299085,NA,0.105532492465883
"O14787",0.16416823,0.02892075,0.23655313,0.34157368,0.29653556,0.26478306,0.34930348,0.40717303,0.09341563,0.25987528,0.12699551,0.12204935,0.10584691,0.13518057,0.09456138,0.12847935,NA,0.0240501874061649
"O14807",0.25527306,-0.03374633,0.44234144,0.27055189,0.42845631,0.30539963,0.29344211,0.42770325,0.31989377,0.3889151,0.38095631,0.33491937,0.42952995,0.28708161,0.28717169,-0.02433505,NA,0.365549939541433
"O14810",0.6213579,0.9750816,0.6323355,0.6194107,0.5116885,0.7381149,0.8372444,0.5539195,0.5277096,0.3036535,0.3780539,0.392146,0.6038602,0.3992141,0.1926396,0.3581206,NA,0.00668012286503557
"O14818",0.6128438,0.8078654,0.7174375,0.7346275,0.72761,0.6896152,0.7316997,0.6027445,0.7107578,0.669853,0.6886559,0.6143449,0.7965911,0.7991288,0.7818192,0.7468847,NA,0.0435128983841277
"O14827",-0.100850349,-0.02407864,0.009478508,-0.055345577,0.054952418,0.191133036,0.094261606,0.156376113,0.207654273,0.643528111,0.223145214,0.387619745,0.015630892,-0.311663641,0.440084231,0.226572358,NA,0.878337201367579
"O14828",-0.006104777,0.029430989,-0.30557406,-0.142451037,-0.239555699,-0.132573568,-0.026278933,0.03218251,0.124826065,0.118237599,0.228097791,0.187226497,0.16492424,-0.438791682,-0.044280002,0.16016863,NA,0.901779551880925
"O14841",-0.7971172,-1.273224,-1.0728479,-1.1895238,-1.1523951,-1.3295042,-1.2779143,-1.1142524,-0.7817011,-1.1615781,-1.0107491,-0.9808449,-1.7673736,-1.152512,-1.0354161,-1.1937556,NA,0.786056163051938
"O14874",-0.3706136,-0.4037833,-0.4607117,-0.3716049,-0.285839,-0.6879817,-0.3773845,-0.4445243,-0.4469853,-0.6158197,-0.3644448,-0.6528403,-0.4291931,-0.2204172,-0.3836779,-0.5899659,NA,0.771803097491426
"O14880",0.007809554,0.540851714,0.329852169,0.636864491,0.535119434,0.721735416,0.621601506,0.688321234,0.731509682,0.68382861,0.577542182,0.599232718,0.2805333,-0.071883294,-0.363370318,-0.014626154,NA,0.00964441357027071
"O14907",-0.2658643,-0.161794,-0.1538094,-1.2071958,-0.6436459,-0.6973619,-0.5446166,-0.7436467,-0.2807303,-0.5684737,-0.7813917,-0.9921719,-0.9369103,-0.7645307,-0.5674191,-0.2233929,NA,0.867013811762899
"O14908",-0.3030991,-0.21075,-0.1598844,-0.4071035,-0.1884836,-0.3145014,-0.5713503,-0.4862023,-0.7087221,-0.4190319,-0.7751691,-0.6089895,-0.3895768,-0.375086,-0.5963662,-0.5353765,NA,0.24962751851379
"O14910",-0.01276702,-0.19324268,0.05319009,0.51701303,0.69356242,0.56229622,0.6922357,0.61753699,0.47855839,0.58937419,0.51033583,0.59036413,0.57908442,0.42011328,0.50026532,0.5133172,NA,0.681472633496614
"O14933",-1.237206,-1.59525,-1.566246,-1.719571,-1.732658,-1.811281,-1.794791,-1.511418,-1.605855,-1.269632,-1.455045,-1.510014,-1.406364,-1.519891,-1.312992,-1.559616,NA,0.095469832053644
"O14936",0.15415599,-0.50844017,0.20823981,0.14013119,0.17707663,0.83153872,0.36231603,0.29716645,0.05925375,0.173719,0.05809562,0.11698809,0.06158838,-0.07856945,-0.06569811,0.04942741,NA,0.134966936974273
"O14949",0.34630768,-0.7847443,0.1826991,0.47114468,0.28465088,0.58821916,0.4092642,0.33701254,-0.04202252,0.25349026,0.0754916,0.01773453,0.50166224,0.26564851,0.21330163,0.28401798,NA,0.649017665544187
"O14957",-0.8982502,-1.1103705,-1.2196247,-0.9876072,-1.1323049,-0.8637967,-1.2495638,-0.7328673,-0.7781557,-0.8244987,-0.8101197,-0.5152731,-0.8050017,-1.1148317,-0.621627,-0.8784031,NA,0.449169212549126
"O14964",0.35908346,0.36631173,0.32715299,0.50290025,0.50106826,0.58425862,0.4526749,0.46033446,0.24078443,0.10170962,0.03179371,-0.07481364,0.45891659,0.26163614,0.09167173,0.17227706,NA,0.0106888276315549
"O14966",-0.8259711,0.3306651,-1.1783666,-1.1468816,1.168007,-1.2820173,0.2385983,-1.1158777,-0.8977231,-0.8677688,-1.066248,-0.8539042,-0.9342774,0.3619981,-0.7747492,0.3840607,NA,0.386931380480238
"O14972",-0.4620717,-1.557446,-0.6298146,-0.7416604,-0.7041612,-0.6253365,-0.5712767,-1.0190712,-0.9984031,-0.8487361,-0.8558452,-0.2272926,-0.6837637,-0.7877064,-0.7717556,-0.9814416,NA,0.948576277510102
"O14974",-0.03210085,-0.17957778,0.24283124,0.35916544,0.13409914,0.24666358,0.3232733,0.19701508,0.19238737,0.15409101,0.17855663,0.02571746,0.23010329,-0.30670585,-0.32500347,-0.0262022,NA,0.0268500846932091
"O14976",-0.40613304,-0.49855121,-0.29846815,-0.10431802,-0.20775274,-0.09314037,-0.22754763,-0.37366508,-0.36675429,-0.59435008,-0.50851327,-0.43064399,-0.28076527,-0.25268631,-0.49413034,-0.28800366,NA,0.46076258797127
"O14979",0.5024306,0.6006356,0.4165785,0.3002222,0.341242,0.3290296,0.4296425,0.4048219,0.4305967,0.4351575,0.4325738,0.5093872,0.3400655,0.4625402,0.5079955,0.4353923,NA,0.147935065646327
"O14980",0.647325,0.6080786,0.6336121,0.579145,0.4545087,0.6273097,0.6323277,0.5414687,0.5886362,0.6026874,0.6557519,0.6430542,0.6265271,0.6587551,0.6393428,0.6334849,NA,0.0274834703852366
"O14994",0.4591544,0.609747,0.4765024,0.6518925,0.5945541,0.6318462,0.6438956,0.6449563,0.7088238,0.5630846,0.7354966,0.7963529,0.6502678,0.6500071,0.6000004,0.788764,NA,0.410250581273546
"O15020",1.497443,1.347528,1.320291,1.517212,1.466534,1.409835,1.402201,1.37002,1.417132,1.27611,1.531733,1.448644,1.423379,1.354197,1.281706,1.447057,NA,0.455174162914221
"O15031",-0.694667,-0.7503052,-0.7565867,-0.8842909,-1.1038996,-0.6194289,-1.2243397,-0.9158991,-0.663126,-0.7303519,-0.7748204,-0.6446226,-0.8437309,-0.6902927,-0.3604045,-0.7869111,NA,0.177421550026875
"O15034",-0.51579328,-0.90436669,-0.51306765,-0.28792378,-0.11527126,-0.13336781,-0.28058287,-0.07301915,-0.17230003,-0.68513972,0.02777244,-0.05194261,0.03339035,-0.29926136,-0.13449229,-0.08953255,NA,0.27767445503307
"O15049",-0.36567425,-0.2564896,-0.85646313,-0.9097224,-1.10366899,-0.76912688,-0.84125868,-0.69230787,-0.26596122,-0.1906135,-0.15480854,-0.18954458,-0.05428333,-0.69249345,-0.36357385,-0.31851834,NA,0.165832930907139
"O15061",-0.08643256,0.2464722,0.03951824,0.04070501,-0.08672302,0.22908103,0.44012982,0.1022308,0.12727571,0.67053432,0.11109848,0.38938558,0.50412964,0.35132958,0.86664747,0.3352167,NA,0.153994913024073
"O15066",-0.10045774,0.05595531,-0.24939955,-0.14056066,-0.13836013,-0.03248176,-0.34396338,-0.17276002,-0.50200606,-0.38509451,-0.23395789,-0.32710239,-0.42106535,-0.43224351,-0.38330489,-0.31544044,NA,0.0268998797058619
"O15067",-0.3172555,-0.4565525,0.0492121,-0.2032181,-0.1904172,-0.1416225,-0.1717862,-0.1881673,-0.1685859,-0.1504604,-0.3545537,-0.1279317,-0.1067577,-0.1523821,-0.4107871,-0.2505902,NA,0.386990139894175
"O15069",-1.0221042,-0.7290679,-0.4199222,-1.4499213,-0.8149523,-0.7481935,-0.6672353,-1.2355168,-0.9698219,-0.9956973,-1.0230819,-1.1345967,-1.5621483,-0.9679878,-1.4707438,-1.1806872,NA,0.142165019917305
"O15075",1.156586,1.119196,1.292804,1.179533,1.273127,1.209056,1.114312,1.235522,1.08333,1.050631,1.120772,1.07457,1.259553,1.070102,1.012724,1.109464,NA,0.0191782867183074
"O15079",0.225610285,-0.010112873,0.097418498,0.424564021,0.453983099,0.39430768,0.25572939,0.329250554,0.189309311,0.102141364,-0.007351419,0.074049688,0.154590782,-0.287953196,-0.087391399,0.145621113,NA,0.0910928267878366
"O15083",-0.2085005,-0.5969099,-0.5396631,0.2044922,0.1890204,0.218445,0.2326857,0.3621259,0.1804678,0.2360152,0.3335717,0.334691,0.4107226,0.1907182,0.2163852,0.2530299,NA,0.19954335023922
"O15085",-0.8404679,-0.826,-0.8285301,-0.8853284,-0.4269206,-0.4467894,-0.5735278,-0.5654893,-1.1505195,-1.1979916,-0.8824422,-0.9307129,-0.9987871,-1.2148325,-0.9727468,-0.8896364,NA,0.0584374218963329
"O15118",-0.7317338,-1.1739383,-0.2834188,-1.0212443,-0.5278466,-1.0214344,-0.5925101,-0.6975059,-0.6215322,-0.4766498,-0.6470153,-0.7362894,-0.2965013,-0.304589,-0.5676633,-0.8261046,NA,0.390927467841111
"O15121",-0.6228346,-0.3351697,-0.4277043,-0.5881346,-0.8504406,-0.803141,-0.5410657,-0.55531,-0.3911587,-0.3784251,-0.3396909,-0.23567,-0.4025523,-0.3497044,-0.8097212,-0.3466549,NA,0.747452128612633
"O15126",0.7021177,0.8043769,0.6561404,0.8020714,0.8926255,0.8166705,0.8003289,0.8053832,0.800082,0.6221696,0.8369579,0.6577846,0.9149917,0.6164246,0.5509805,0.7508521,NA,0.0993873597723393
"O15127",-0.9976107,-1.6208444,-0.2774841,-0.7522782,-0.5708272,-0.5295915,-0.6164252,-0.7980101,-0.7928022,-0.884114,-1.1507944,-0.7935886,-0.8101636,-0.3551085,-0.9211107,-0.8508634,NA,0.880890295717047
"O15143",-0.52778309,-0.03917755,-0.42426973,-0.42593373,-0.47340844,-0.49074037,-0.51243438,-0.39546062,-0.34182975,-0.41162192,-0.53791727,-0.42167715,-0.42919313,-1.20230605,-0.23568051,-0.533591,NA,0.446534703801735
"O15144",1.126583,1.1756804,1.0977444,1.2261888,1.2174072,1.1775745,1.1367847,1.0953025,0.9406422,0.9225057,0.94532,0.7500471,0.9850369,0.8746744,0.9198636,0.9945537,NA,0.00585131448515817
"O15145",0.4473037,0.5234489,0.6977122,0.4531721,0.6377194,0.5312995,0.3715246,0.5147604,0.3739832,0.4139963,0.6801446,0.621922,0.7657291,0.4205662,0.4379192,0.3482852,NA,0.0521060912741759
"O15162",-1.4801388,-1.6405548,-1.1781338,-1.5310008,-1.4822679,-1.4651057,-1.3234115,-1.2033807,-1.3831721,-0.9369357,-1.1218497,-1.1053058,-1.0961895,-1.0714271,-1.0978776,-1.594523,NA,0.486140500722685
"O15173",-0.062992106,-0.197573341,0.023992531,0.006318118,-0.13252255,-0.115691608,0.076640159,0.119888344,0.077852362,0.11964913,0.026633776,0.005457755,0.300383233,0.240563693,0.223693544,0.157862245,NA,0.00121982613946054
"O15212",0.3409679,0.152717,0.2669702,0.312612,0.3639532,0.3182451,0.2842587,0.3352246,0.3828009,0.3831422,0.3509419,0.4246993,0.4505617,0.4001256,0.3344484,0.3666835,NA,0.0730774498083111
"O15226",0.09470512,0.21801703,-0.09674746,-0.68147432,-1.09027257,1.0340772,-1.21519741,-0.27667046,-1.1205223,-1.03099847,0.56186323,-0.08884551,0.10247218,-2.50332257,-1.12691507,-1.18736185,NA,0.0911057789081591
"O15230",0.20959245,0.09884537,-0.02329199,-0.14014371,-0.46264272,-0.04273614,0.32454306,-0.13617034,0.66669923,0.26472192,0.22510643,0.30050514,0.02938663,0.35175267,0.55856617,0.26552069,NA,0.0417296153145929
"O15240",-0.17882198,-0.00695926,0.29378446,-0.18761993,0.33010483,0.4352621,0.10708555,0.35964122,-0.02816443,-1.08972476,-0.19062369,-1.05368467,0.07594252,-0.74401913,-0.80102932,-0.65786501,NA,3.43567060763706e-06
"O15254",-2.20349,-1.211368,-1.229396,-1.173364,-1.103493,-1.018834,-1.268355,-1.048169,-1.313594,-1.122159,-1.197908,-1.027512,-1.450423,-1.402287,-1.186499,-1.44303,NA,0.145585924211081
"O15258",-0.3372057,-0.30065809,-1.03312963,-0.47925227,-0.42823608,-0.26704107,-0.54492825,-0.5271196,-0.09726691,-0.24403282,-0.02696345,0.05840315,-0.04455891,-0.38796182,-0.07049229,-0.0627983,NA,0.0995167588425916
"O15260",-0.06313148,-0.01607761,-0.14918251,-0.35816795,-0.26534593,-0.24203972,-0.2462951,-0.01734624,-0.18706642,-0.07150568,-0.08862725,0.02670509,-0.15303612,-0.26967698,-0.15225485,-0.28059909,NA,0.437028361728441
"O15269",-0.6858312,-1.126919,-0.8138677,-0.974498,-0.9539337,-1.0241511,-0.9115206,-0.8605229,-0.8471698,-0.900942,-0.8289517,-0.8029464,-0.6307336,-0.7481546,-0.4622609,-0.6194325,NA,0.0393268708424121
"O15294",0.6366277,0.161937,0.4460555,0.677698,0.66732,0.5885886,0.4918835,0.5303895,0.4582278,0.2423355,0.5352727,0.3664431,0.3248522,0.3884013,0.3789995,0.4993764,NA,0.278182099614005
"O15355",-1.4729762,-1.5378121,-1.3150832,-1.3465011,-1.4082804,-1.0778405,-0.9511037,-0.9366308,-0.761777,-0.6530094,-0.6976163,-0.908159,-0.8015253,-1.6907948,-0.7933834,-0.7498987,NA,0.804201629538167
"O15371",-0.008628297,-0.228992881,-0.760542467,-0.338933086,-0.338371023,-0.361327032,-0.304287046,-0.454177567,-0.37089815,-0.392547933,-0.487605271,-0.533955169,-0.257872498,-0.297404029,-0.28788877,-0.842589141,NA,0.707039944269591
"O15372",-0.8062022,-1.0248482,-0.7170862,-0.690153,-0.6415299,-0.7639541,-0.4845483,-0.9285925,-0.4255759,-0.4048796,-0.5415487,-0.5427012,-0.8474837,-0.3671344,-0.2742107,-0.4599756,NA,0.00488982367302395
"O15394",1.2992635,1.1583689,1.0316588,0.8594031,1.0661233,1.1254218,0.9883422,0.9090995,1.1382515,1.0106349,1.1887662,1.0214899,0.9413979,1.0518322,1.0910379,1.107387,NA,0.276369266593201
"O15400",0.4214832,0.4479027,0.4590626,0.2382123,0.2620383,0.1763597,0.3441242,0.3600622,0.441472,0.5070471,0.5667772,0.5764995,1.1232487,0.5469584,0.7976765,0.506186,NA,0.0760907194105216
"O15484",-0.44668717,-0.98617489,-0.37516181,-0.24624182,-0.45517404,-0.26781425,-0.30044265,-0.08036927,-0.31430665,-0.20626979,-0.21132217,-0.16393137,-0.28206865,-0.27607933,-0.14716932,-0.43014162,NA,0.477778194894004
"O15498",0.3201838,0.44681655,-0.07212486,-0.26042058,-0.14098329,0.02221016,-0.15543216,-0.21126331,-0.0578793,-0.06377368,0.03127453,0.05464676,-0.08542309,0.03287921,-0.04843561,-0.13457532,NA,0.969703875871881
"O15511",-0.009243517,0.055533534,0.09011287,-0.01546779,-0.047650304,-0.042525498,-0.111847397,-0.171914854,-0.17402329,-0.018241353,0.041281016,-0.222253477,0.259107178,0.089683952,0.137515745,0.032071258,NA,0.0192319091193056
"O15523",-0.562819,-1.0430365,-1.2182103,-1.6206452,-1.9451489,-1.4883921,-1.6645821,-1.4022633,-0.8871469,-1.3264213,-1.3833063,-1.2816197,-1.3468807,-1.6412693,-1.3528157,-1.5024242,NA,0.559513175962272
"O15530",-0.37612717,-0.44946164,-0.32507606,-0.16292775,-0.16107055,-0.10360256,0.01002306,-0.1068547,-0.11683095,-0.16219755,-0.09094172,-0.02757779,-0.43600046,-0.36470246,-0.36946668,-0.17813,NA,0.178956683799759
"O15540",0.578049,0.6812247,0.7616672,0.8721823,0.8982932,0.7681538,0.9979554,0.7148288,0.8173478,0.8866895,0.720154,0.5130322,1.0741979,0.9741612,1.0332144,0.741622,NA,0.373047133620251
"O43143",-0.10558954,-0.26289431,-0.05672866,-0.22774107,-0.31703759,-0.28626497,-0.26405217,-0.29488791,-0.11921605,-0.09739072,0.01520311,0.06754878,-0.04865449,-0.02295869,0.09464999,-0.14030068,NA,0.072101680476514
"O43149",-1.0507633,-1.1970781,-1.064011,-1.1034677,-0.7329937,-0.8515688,-0.5672466,-1.8541217,-0.7282979,-1.1471991,-1.0646531,-1.2546225,-0.5063171,-0.4881216,-1.1847088,-1.4113323,NA,0.962915380933706
"O43150",-1.939333,-1.505082,0.7853364,0.5693521,0.2136673,0.466472,0.4201364,0.4203635,-1.4569781,-1.4859419,-1.415924,-1.2445005,-1.327614,-1.4732671,-1.4337977,-1.5738249,NA,0.00254113593116849
"O43157",-0.31155802,0.02732434,0.41982067,0.30657793,0.24310062,-0.26892118,-0.23014084,-0.24769588,-0.26144015,0.0231534,-0.11850525,0.01310894,-0.14253653,0.02379303,0.2254475,-0.20122992,NA,0.917548957192014
"O43164",-1.5050229,-1.1119419,-1.13186,-0.9930872,-1.0712557,-1.1886927,-1.2238835,-1.2082361,-1.7379951,-1.2602025,-1.2120151,-1.1820447,-1.1429901,-2.0594939,-1.2889584,-1.3831898,NA,0.263561942825095
"O43166",0.13001426,0.2827245,0.12298978,0.32787117,0.30132905,0.28240102,-0.61838998,-0.59758212,-0.95161417,0.03427299,-0.02356529,-0.24122652,0.03903554,0.02564984,0.13015705,0.13130663,NA,0.318055690229389
"O43169",0.6892234,0.529471,0.4700702,0.7178687,0.6122078,0.5227534,0.6588842,0.5814323,0.6094325,0.6072967,0.6126255,0.5488055,0.7138329,0.5826453,0.7667957,0.7060853,NA,0.204321203777564
"O43175",1.427343,1.577509,1.705268,1.47932,1.268995,1.422383,1.347665,1.162883,1.285042,1.495835,1.213419,1.170147,1.275117,1.523239,1.504906,1.390475,NA,0.399121866348155
"O43181",1.2396086,1.1597104,0.6785744,0.9846138,0.8775789,0.5809199,0.7712163,0.8419003,0.9273531,0.706096,0.9008792,0.2337265,1.0036422,0.3714407,0.8643348,0.9734037,NA,0.602049654408692
"O43236",0.897868,1.0986214,1.1376304,0.6462992,0.6080391,0.5832317,0.4432735,0.4779408,0.591185,0.5762777,0.5045844,0.3839559,0.6349371,0.7819849,0.4262689,0.5844329,NA,0.500063295055752
"O43237",0.6235144,0.9546438,0.8491964,0.6572124,0.6801153,0.6455291,0.6713773,0.7575679,0.7383953,0.9309334,0.7429693,0.7370533,0.7303169,0.8243033,0.6591324,0.7714984,NA,0.909980998186307
"O43242",0.658317,0.7342184,0.5828522,0.6552722,0.6466808,0.6772218,0.5838387,0.6863824,0.6411765,0.633036,0.6653018,0.5510553,0.5228432,0.6244169,0.5902896,0.5219738,NA,0.117940287697855
"O43264",-0.85964789,-0.37449938,-0.3993897,-0.02076238,-0.12222282,0.0926852,0.02393862,-1.27706656,-0.35875486,-0.1941846,-0.19340351,-0.19444142,-0.36535931,-0.54520939,-0.32982694,-0.15596453,NA,0.842853797877183
"O43272",0.10111347,-0.12625534,-0.39002382,-0.02756007,-0.02393897,-0.22454022,0.04101402,-0.22373885,-0.59183043,-0.1803707,-0.68408272,-0.04118086,-0.32451503,0.04167674,0.13659968,-0.09851232,NA,0.065064449230796
"O43290",-0.6522292,-1.2503246,-0.951403,-1.9420769,-1.0874801,-1.7487238,-1.7283567,-1.5460039,-1.2845598,-1.1114715,-1.4179654,-0.8931218,-1.8163014,-1.9791778,-1.7335281,-1.4344051,NA,0.234242716442031
"O43294",-1.0077172,-1.4270101,-1.5747646,-1.6562117,-1.6903032,-1.144742,-1.2923695,-1.1350528,0.2409397,-0.8975948,-0.8831717,-0.8200382,-0.8697916,-1.3047834,-1.0115326,-0.8314333,NA,0.552766480671066
"O43295",0.4808337,0.4180464,0.1446144,0.2451176,0.3142304,0.2117617,0.1684397,0.307817,0.1685176,0.1906296,0.3250229,0.2563978,0.5179577,0.1873926,0.1976447,0.4366663,NA,0.7841881722329
"O43301",1.956114,1.960062,1.812501,1.7874,1.725786,1.798152,1.6513,1.775496,1.725814,1.643478,1.721095,1.78956,1.729152,1.790785,1.585394,1.730363,NA,0.33812885596917
"O43310",-1.295198,-1.084758,-1.240701,-1.239402,-1.873714,-1.372099,-1.489794,-1.438186,-1.554199,-1.269144,-1.206959,-1.181129,-1.290997,-1.21412,-1.154293,-1.359271,NA,0.143851914203099
"O43324",-0.1510995,-0.4265208,-0.1774642,-0.1425421,-0.1625904,-0.1827656,-0.6537833,-0.2416347,-0.2201871,-0.2920177,-0.2283088,-0.2099056,-0.1040418,-0.1362113,-0.1393548,-0.2309209,NA,0.159349503509343
"O43390",0.9596337,0.736742,0.8844649,0.7601879,0.782344,0.8145356,0.8162706,0.7553096,0.8824017,0.8872844,0.8610508,0.9524171,0.9791756,0.9956931,0.9788234,0.896986,NA,0.0146267376993704
"O43396",0.7569268,0.9270199,0.8648798,0.844888,0.8568829,0.7858614,0.7525015,0.7506494,0.7177187,0.6626572,0.7107248,0.6075838,0.814003,0.7266502,0.6567348,0.7188256,NA,0.0122664523035316
"O43399",0.7315527,0.825073,0.7268186,0.3993444,0.6951605,0.6198425,0.5548199,0.4072128,0.600706,0.6315083,0.7338511,0.6183258,0.6764136,0.7972056,0.7949823,0.7374842,NA,0.0141439410621477
"O43402",-0.75269024,-1.36642711,-0.15709252,-0.0357178,-0.03584164,-0.02306758,-0.91738163,-0.86065545,-0.10028403,-0.26119218,-0.13930077,-0.34963592,0.27711744,-0.29817162,-0.72517876,-0.21587124,NA,0.924538088302587
"O43414",-0.6761648,-0.5310158,-0.2092417,-0.2808517,-0.2407072,-0.2720803,-0.2264315,-0.1957303,-0.817781,-0.3251043,-1.2641511,-0.9438503,-0.5645049,-1.1572603,-0.6600552,-1.1962661,NA,0.0434877528175056
"O43426",1.544457,1.630756,1.298414,1.497508,1.622369,1.667657,1.509166,1.479861,1.430836,1.345899,1.513359,1.385381,1.498041,1.419249,1.274587,1.449452,NA,0.108336999129616
"O43427",-0.02115414,-0.27449829,-0.84284554,-0.5884702,-0.80869708,-0.43825995,-0.37529334,-0.2871916,-0.26317134,-0.51229355,-0.38038673,-0.42033766,-0.345463,-0.40930072,-0.69849097,-0.39875783,NA,0.897841514393891
"O43432",-0.9881543,-0.646027,-0.7192052,-0.9798842,-1.3352842,-0.8817719,-1.1547119,-1.3252852,-0.9992869,-1.1204558,-1.0361919,-0.6275125,-1.0187875,-1.6589252,-1.1356197,-0.8778866,NA,0.448336252259774
"O43447",-0.5699621,-1.3136034,-0.7947466,-0.8792642,-0.8015621,-0.7763755,-0.6460808,-0.6237905,-0.7087298,-0.6395758,-0.7130491,-0.5086934,-0.641375,-0.60558,-0.6103465,-0.6319785,NA,0.034101894202538
"O43464",-0.3085633,-0.58271836,-0.37136698,-0.2541088,-0.5048018,-0.33581994,-0.23479711,-0.10897559,-0.09548536,-0.08614194,-0.17633856,0.06198469,-0.170727,-0.10692908,-0.12682681,-0.06669961,NA,0.0109316877046064
"O43488",0.9427414,1.0761085,0.9197297,0.8842025,0.8241117,0.8485782,0.6183789,0.7357459,0.779763,0.9099527,1.043278,0.8963945,0.7266808,0.9854689,1.054427,0.9601679,NA,0.0160788689437033
"O43491",1.045455,1.276864,1.3281125,1.0344228,0.9863692,1.0202668,1.0234616,1.0744277,1.0602748,1.2119221,0.9170476,1.0645098,1.0803798,1.2049288,1.1909819,1.1278668,NA,0.181448382992217
"O43493",-1.5201285,-0.9298299,-1.3108367,-0.9954182,-1.5103354,-1.3703033,-1.237519,-1.3549281,-0.9502189,-1.0105883,-0.8738267,-0.8294914,-1.4599436,-1.1955561,-1.2526315,-1.1244095,NA,0.852099127607706
"O43504",-0.31215533,-0.52423404,0.12453369,-0.20284113,-0.14061391,-0.1459264,-0.33532644,-0.51076081,-0.05866949,-0.05303193,0.14542335,0.06062718,-0.03500127,0.19255248,0.146776,-0.04155033,NA,0.0192667676371951
"O43505",-0.1900806,-0.4238885,-0.41952,-0.1874987,-0.20268,-0.5701551,-0.4194962,-0.4480978,-0.5377121,-0.2167181,-0.31548,-0.4498478,-0.8194456,-0.4692628,-0.3848255,-0.6220847,NA,0.342726116461915
"O43526",-1.027202,-0.7557526,-0.9191521,-1.1205863,-1.015952,-1.1674244,-1.151018,-1.1267063,-0.6350692,-1.231498,-0.6490083,-0.6834924,-1.3682672,-1.356973,-1.1700081,-0.9071629,NA,0.3585704493838
"O43567",-0.9677658,-0.9038893,-0.4675055,-1.1107895,-1.1175636,-1.0372403,-0.8791999,-0.9808075,-0.9117021,-0.7179179,-0.9097605,-0.9386934,-0.9840563,-0.7261017,-0.7627793,-0.877838,NA,0.146746203877844
"O43572",-1.0290614,-0.8560643,-1.1619387,-1.1364267,-1.1611041,-1.1056675,-1.3095128,-0.8800038,-1.5490998,-1.2267331,-1.280697,-1.4558103,-1.3958914,-2.4363803,-1.1918358,-1.2678509,NA,0.349657467342045
"O43581",0.5487942,0.6514608,0.617086,0.8069085,0.7619441,0.8071753,0.6917338,0.7361932,0.6109436,0.3959043,0.7608445,0.6456574,0.8299039,0.5831925,0.5011697,0.6411254,NA,0.0504447042477634
