SwissProt_Accessions,geneName,DISGENET_Score,Standard_Score,Pubpular_Score,CTD_Score,DH_Score,DP_Score,DC_Score,HP_Score,HC_Score,PC_Score,CTD_Marker,Edager_Marker,BIONDA_Marker,Dis_2_Marker
Q5VWK5,IL23R,0.680135253,0.052806692,0.630314646,0.204326505,0.261254853,1.128342206,0.561832756,0.243775521,0.211892717,0.556424036,0,0,1,0
Q13007,IL24,,,0.321194946,0.079637753,,,,,,0.27428662,0,0,0,0
Q9H293,IL25,0.627674183,,0.507652544,,,0.992911213,,,,,,0,0,0
Q9NPH9,IL26,,0.167941407,0.608412199,,,,,0.486993783,,,,0,0,0
Q8NEV9,IL27,0.670059024,0.111453204,0.639714632,,0.385333486,1.138504818,,0.378308581,,,,0,1,0
Q6UWB1,IL27RA,,,0.473495766,0.155360765,,,,,,0.456706901,0,0,0,0
P14784,IL2RB,0.699561084,0.021666344,0.536267976,0.129987326,0.195991226,1.024482786,0.429269728,0.126778738,0.070764867,0.401935881,0,0,0,0
P31785,IL2RG,,,0.352428281,0.524567061,,,,,,0.799705031,0,0,0,0
P08700,IL3,0.581902127,,0.25963612,0.52332137,,0.649983477,1.015132586,,,0.653338578,0,0,0,0
Q8NI17,IL31RA,,0.007751272,0.280388498,,,,,-0.024993018,,,,0,0,0
P24001,IL32,0.41296791,,0.34629505,0.153607001,,0.81753859,0.459595295,,,0.477395581,0,0,0,0
O95760,IL33,0.67914033,,0.471482881,0.418145946,,0.947697293,0.880454669,,,0.902420432,0,0,1,0
Q6ZMJ4,IL34,,,0.460789269,0.182308673,,,,,,0.515350638,0,0,0,0
Q9NZH6,IL37,0.642051563,,0.52712183,,,1.015078107,,,,,,0,1,0
P05112,IL4,0.713533014,0.310486464,0.602198537,0.94204684,0.7336977,1.098031865,1.230190481,0.730337268,0.769724735,1.11650685,0,0,1,0
Q96RQ9,IL4I1,,,0.280003751,0.175760045,,,,,,0.566150246,0,0,1,0
P24394,IL4R,0.546319776,,0.440568837,0.48861911,,0.917673641,0.978046311,,,0.928027987,0,0,0,0
P05113,IL5,0.649240253,,0.481369598,0.821770117,,0.960315146,1.152571006,,,0.966862483,0,0,1,0
Q01344,IL5RA,0.551254751,,0.440482944,0.570587247,,0.916888794,1.048735559,,,0.914544741,0,0,0,0
P08887,IL6R,0.627674183,,0.463823097,0.597932416,,0.939600676,1.095643956,,,0.941563778,0,0,0,0
