Uniprot,Fold Change_PXD007073,t_test_p_value_PXD007073,Fold Change_PXD005321,t_test_p_value_PXD005321,Fold Change_PXD005319,t_test_p_value_PXD005319,Fold Change_PXD008036,t_test_p_value_PXD008036,Fold Change_PXD014852,t_test_p_value_PXD014852,Fold Change_PXD014950,t_test_p_value_PXD014950,Fold Change_PXD021630,t_test_p_value_PXD021630,Fold Change_PXD023199,t_test_p_value_PXD023199,Fold Change_PXD027173,t_test_p_value_PXD027173,Fold Change_PXD028931,t_test_p_value_PXD028931,Fold Change_PXD037133,t_test_p_value_PXD037133,Fold Change_PXD009199,t_test_p_value_PXD009199,Fold Change_PXD014376,t_test_p_value_PXD014376,Fold Change_PXD014606,t_test_p_value_PXD014606,Fold Change_PXD022092,t_test_p_value_PXD022092,Fold Change_PXD024998,t_test_p_value_PXD024998
Q96GG9,0.514790057,0.522873765,0.887493853,0.15188512,0.444760859,0.100602015,0.837745551,0.612368567,,,0.176694971,0.464760301,0.281389341,0.801079797,,,,,,,0.291362213,0.559399356,0.484531431,0.451157498,,,0.351931543,0.180459405,,,,
Q96GK7,0.496298788,0.08699792,0.887038928,0.059077697,0.444314015,0.934239131,0.837060164,0.018213361,0.837133365,0.939690289,0.176407969,0.307982829,0.276179107,0.575451828,,,0.798594026,0.233829105,0.71589011,0.871527312,0.291264876,0.009276503,0.484179722,0.471216455,,,0.351802422,0.167426947,0.415365418,0.402288086,,
Q96GM5,0.520804387,0.82928878,,,,,,,,,0.175146877,0.046127252,,,,,,,,,,,,,,,0.351816584,0.074655977,,,,
Q96GX9,0.514788238,0.392252121,,,,,,,,,0.176480745,0.521793748,0.276298729,0.565777502,,,,,,,,,,,,,0.351831565,0.03640973,,,,
Q96H79,0.513467444,0.758001399,,,,,,,,,,,,,,,,,,,,,,,,,0.351778725,0.019993043,,,,
Q96HC4,0.514026279,0.82244347,0.887553174,0.260191,0.444684744,0.19653607,0.837626278,0.386071312,0.837163155,0.449259702,0.17716045,0.838627525,0.276832605,0.799882454,,,0.798906239,0.698578059,0.717590973,0.148650631,0.290826934,0.416281643,0.482745414,0.23802369,,,0.352641512,4.01E-05,0.415845135,0.335543032,,
Q96HE7,0.514865828,0.749636116,,,0.442817877,0.219972707,0.837627297,0.480871359,0.836566047,0.411069414,0.17647741,0.644378363,0.276355622,0.923862483,,,0.799456413,0.037036269,0.716223624,0.438809686,0.287251017,0.035325154,0.4823079,0.018796976,,,0.351676843,0.304432581,0.416425218,0.823182815,,
Q96HN2,0.515819536,0.433338063,,,0.444944628,0.948313366,0.835194955,0.071840271,0.837310097,0.168281805,,,0.277134623,0.117640352,,,0.798881767,0.464389545,0.715950172,0.593558749,0.291258363,0.867206642,0.483240975,0.040774849,,,0.351962928,0.579916072,,,,
Q96HY6,0.51533679,0.63809186,,,,,0.83803266,0.425575766,0.833849297,0.086421635,0.176876504,0.32503,0.277116268,0.422613238,,,0.798817817,0.713326881,0.715774765,0.576443284,0.29132361,0.353310221,0.484030739,0.825900987,,,0.351932406,0.475461894,0.416628597,0.805822415,,
Q96I24,0.51459706,0.06651326,0.887074371,0.199864729,0.444454657,0.606126612,,,0.837162575,0.42150063,0.176381476,0.675103456,0.27532978,0.561111226,,,0.798879645,0.891165497,0.716035613,0.709863558,0.291512433,0.367027445,,,,,0.358534557,0.001736248,,,,
Q96I99,0.513954544,0.587106523,0.887921217,0.020251707,0.44328059,0.740846199,0.839025392,0.096786624,0.836855989,0.031925637,0.16302837,0.774340458,0.276774593,0.384155405,,,0.798867513,0.380401143,0.716120356,0.291811696,0.293521247,0.090660757,0.489150334,0.16141329,,,0.352212229,0.043509534,0.415958948,0.956267459,,
Q96IU4,0.516262601,0.092940112,0.88604605,0.017151768,0.44583734,0.123318462,0.840091585,0.022098385,0.837477949,0.2808088,0.176544709,0.413817868,0.277825519,0.121156818,,,0.798942205,0.033720161,0.715851362,2.41E-07,0.291553094,0.246309427,0.482008464,0.446264514,,,0.352215199,0.1489362,,,,
Q96IX5,0.520206847,0.244367715,0.88764141,0.630187445,0.44461538,0.703983516,0.841648871,0.341288892,0.836937687,0.347167914,0.176386148,0.599047077,0.278485648,0.994057672,0.226861147,0.277860589,,,,,0.2913643,0.743856234,0.483731026,0.006997133,0.169501784,0.309454944,0.351789049,0.007437341,0.41559305,0.53194638,,
Q96JJ3,0.51387653,0.018738047,0.887441745,0.227024446,0.444745288,0.032917036,0.837171689,0.012766596,0.837037749,0.168790872,,,0.274098377,0.67970296,,,0.798946776,0.360983602,,,0.291311235,0.244220536,0.483319302,0.184697917,,,0.351639238,0.103180945,,,,
Q96K17,0.51478214,0.201797071,,,,,0.837727653,0.65534394,,,0.174590279,0.202735982,0.269200165,0.461563478,,,,,0.715875952,0.792268792,0.291327984,0.359759449,0.483776385,0.242331237,,,0.365269017,0.255524605,,,,
Q96K19,0.515051097,0.611803147,,,,,,,,,,,,,,,0.798839943,0.454775809,,,0.291580364,0.024403931,0.483718305,0.879770766,,,,,,,,
Q96K76,0.5158476,0.413384475,0.887729169,0.997940937,0.444920749,0.730644924,0.837061205,0.343028693,,,0.177031579,0.919985527,0.275641928,0.431569327,,,0.79870292,0.27359666,0.71595746,0.759288627,0.291477126,0.27029442,,,,,0.353351768,0.001376664,,,,
Q96KG9,0.516917654,0.438312333,0.887941664,0.810928671,,,,,,,,,0.273690869,0.122158751,,,,,0.71597926,0.551701355,0.291396883,0.710334149,0.487550522,0.262730977,,,0.351767786,0.190689108,0.415718514,0.435502785,,
Q96KP4,0.515027968,0.125395165,0.887740331,0.009600076,0.444839029,0.131658739,0.83773274,0.766291906,0.837281976,0.107836402,0.176627813,0.503373349,0.276441164,0.993043039,0.222434683,0.00365786,0.809240039,0.530366693,0.715980301,0.422832086,0.291403113,0.838647998,0.484058435,0.232523322,0.168887508,0.509145874,0.351970247,0.964247044,0.417062628,0.83185167,0.394829926,0.054630826
Q96KR1,0.514870735,0.006225557,,,,,,,,,0.176075923,0.54377225,0.27602643,0.640646316,0.227446108,0.000156969,,,0.715920426,0.843982975,0.291408533,0.497456319,0.483989452,0.457198224,,,0.350916492,0.019953398,,,,
Q96KS0,0.51423637,0.702564939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q96L91,0.514775307,0.88416387,,,,,,,,,0.176595605,0.82343292,,,,,,,,,,,,,,,,,,,,
Q96N66,0.514977952,0.580872608,,,0.444715013,0.897843859,,,0.83822529,0.04413531,,,,,0.226562668,0.672423357,0.799127148,0.183811428,0.715914684,0.810793429,0.29081377,0.432138441,0.481006096,0.029082098,0.170068198,0.860283015,0.351462505,0.042289729,0.417040709,0.277626574,0.394978541,0.48459704
Q96N67,0.514945617,0.576400842,0.887673712,0.916358499,0.444725988,0.361625034,,,,,0.17644144,0.398380875,0.276688973,0.979872582,,,,,0.715991227,0.637003157,,,0.484024785,0.762318894,,,0.351571497,0.006195344,,,,
Q96NY7,0.514629186,0.276698922,,,,,,,0.836975732,0.668501121,,,,,,,0.798815101,0.049109539,,,,,,,,,,,,,,
Q96P70,0.514800834,0.386448778,0.886725313,0.376258787,0.444892511,0.073906704,0.837309917,0.965422557,0.836938186,0.053097304,0.176164261,0.857026104,0.283888304,0.000530622,,,0.799095038,0.602877196,0.715731755,0.345138203,0.290179195,0.002153689,0.482640515,0.954457324,,,0.353335829,0.005312115,0.415822842,0.967646549,,
Q96PK6,0.51575316,0.704584272,0.887251412,0.097431157,0.445340164,0.536306501,0.837563526,0.005026136,0.811018278,0.674491318,0.176608063,0.896371805,0.276538741,0.81884612,0.226608904,0.891637894,0.798757556,0.057543911,0.715861388,0.583055319,0.291560864,0.804598867,0.483206714,0.947689529,,,0.350939827,0.003099183,,,,
Q96PY5,0.514895978,0.575789103,0.887468636,0.626345358,,,0.835805174,0.21691057,0.836217247,0.002957591,0.176001704,0.9658848,0.278159167,0.053998776,,,0.798888199,0.997851086,0.718276793,0.023927236,0.291210352,0.245358773,0.484766419,0.369866165,,,0.351886941,0.015324622,0.413863229,0.137997416,0.389132513,0.055708643
Q96QK1,0.515264115,0.733435102,0.887677486,0.811604039,0.444846252,0.412758572,0.837657024,0.060830035,0.837253676,0.310182517,0.176592782,0.097516235,0.276511891,0.366132855,0.22606666,0.860106092,0.798884293,0.494200242,0.715876979,0.319052993,0.291381847,0.202551711,0.483907735,0.900594501,0.169095261,0.094070464,0.351931798,0.020296559,0.416236628,0.604292937,0.394843335,0.212165292
Q96QR8,0.514780301,0.960375771,0.887334347,0.081007847,0.444631698,0.120880983,0.839642499,0.336664836,,,0.219764125,0.668080623,0.276384477,0.752574482,0.22683691,0.243712041,0.798769374,0.107162704,0.714159053,0.667281206,0.291067496,0.271807546,0.48426386,0.938737538,,,0.352603848,0.087186097,,,,
Q96RF0,0.518307139,0.12542962,0.888078925,0.904450808,,,0.837932335,0.781837293,0.837527193,0.679458063,0.176512771,0.227120754,0.272926566,0.626789417,,,0.798908686,0.656303223,0.71564611,0.263145952,0.291535164,0.722678543,,,,,0.351679728,0.068522695,,,,
Q96RP9,0.515118328,0.566803503,0.88724396,0.173913368,,,0.837931458,0.347469665,,,0.176412387,0.014929892,0.27769162,0.670734081,,,0.79892507,0.475606293,0.715918667,0.000130529,0.29145653,0.625359545,0.483823704,0.563569927,,,0.351779855,0.168928301,0.415602216,0.264561046,,
Q96RQ3,0.514699393,0.363048362,0.887804802,0.302805708,0.441744105,0.312400457,0.837599703,0.753266655,,,0.176574151,0.963994159,0.277500259,0.271974797,,,0.798787451,0.903654664,0.716266571,0.046607478,0.291480737,0.127203612,0.485151647,0.843097003,,,0.352045799,0.35623637,0.416314223,0.076734444,,
Q96S97,0.515781719,0.381560101,0.887667005,0.539406206,0.444436188,0.150267994,0.833794392,9.33E-05,0.839162244,0.007971553,0.176954984,0.678530324,0.281306278,0.417451067,0.226314115,0.77205115,0.798879802,0.597344798,0.716413307,0.250394166,0.291485309,0.355700239,0.483203527,0.726304791,0.167184019,0.070534836,,,0.426152735,0.269019906,0.394327352,0.237679752
Q96T51,0.515787781,0.021298913,,,,,,,0.837032676,0.116394418,0.176855286,0.875993379,0.277000846,0.489349015,,,0.798897536,0.392466375,0.7158966,0.846172163,,,,,,,0.351504724,0.004795116,0.415210785,0.084542916,,
Q96TA1,0.514286979,0.815707556,,,0.444794135,0.15323751,0.837250755,0.211476363,0.837051593,0.562250179,0.176463809,0.832705416,0.267373067,0.428856491,,,,,0.717051424,0.004183459,0.29132445,0.199094819,,,,,0.351682368,0.02407116,,,,
Q99250,0.514380475,0.136778479,0.88759757,0.012942816,,,0.83554894,0.000813397,,,,,,,0.226599573,0.437563227,0.798878262,0.629376157,0.716122235,0.320526338,0.29136325,0.262624444,0.48342527,0.229745182,0.169160505,0.006508197,0.351545822,0.001099887,0.420950949,0.973995826,0.396880643,0.880577935
Q99426,0.515222593,0.422857087,0.887803661,0.039072743,0.444860851,0.708903939,0.837714761,0.792000408,0.837125387,0.399458262,0.176546807,0.014131763,0.276679293,0.427333052,0.225784072,0.097070087,0.798842694,0.216530639,0.715943506,0.808701275,0.291217267,0.01443452,0.484105654,0.790653608,0.170479031,0.100496588,0.351941962,0.541013312,0.258425259,0.937601468,0.397855427,0.882546753
Q99436,0.514946816,0.12610856,0.887710581,0.874334617,0.444204274,0.000918302,0.837879087,0.825077879,0.837758466,0.15957318,0.176563491,0.302830104,0.277799568,0.004833401,,,,,0.717047617,0.04503329,0.288970932,0.555085867,0.484166934,0.194675032,0.169302316,0.113116664,0.35199551,0.941931319,,,0.395392092,0.475136926
Q99439,0.463615942,0.354379725,,,,,,,0.836415275,0.003300433,,,,,,,,,,,,,,,,,0.351790649,0.00706385,,,,
Q99442,0.515119193,0.86667946,,,,,,,,,,,,,,,,,,,,,,,0.170012872,0.65142708,0.351533701,0.445195142,,,,
Q99447,0.515309519,0.515148146,0.886353199,0.004640281,0.444667143,0.370368126,0.836252383,0.287291431,,,,,0.276385618,0.964751577,,,0.798848458,0.128990747,0.716046803,0.661051279,0.291273029,0.078739372,0.483966065,0.36622298,,,0.351852521,0.088171696,0.413208977,0.726879041,,
Q99460,0.516319315,0.811983539,,,0.44483474,0.182389349,0.837631381,0.278905027,0.836488603,0.085785106,0.17692728,0.887512593,0.276567416,0.34657141,0.225446371,0.029246685,0.798884657,0.852751243,0.715894563,0.669231844,0.291588207,0.04165664,0.483781518,0.248492719,,,0.351979057,0.940887805,0.424445737,0.531884213,,
Q99471,0.515017448,0.398393517,0.887935322,0.149864775,0.444765736,0.892993454,0.847921118,0.136306334,0.836998894,0.078156175,0.175670552,0.54984383,0.275386645,0.318052575,,,,,0.715937608,0.502471763,0.291409066,0.817799981,0.483843851,0.776125951,,,0.35188479,0.231425201,,,,
Q99497,0.515081427,0.510565976,0.887758373,0.446844969,0.444851546,0.828728417,0.83772197,0.928564648,0.837124217,0.677532606,0.176714651,0.789210642,0.276539477,0.034600712,0.226723969,0.739603835,,,0.715963716,0.490291208,0.29140842,0.585774882,0.483952393,0.273750371,0.166239739,0.608353346,0.35194879,0.400892984,0.415485254,0.198288397,0.401300646,0.471540914
Q99536,0.515094183,0.887416762,0.887110216,0.054006562,0.444822597,0.666073104,0.837679306,0.866429347,0.837199563,0.722703785,0.176730647,0.442645772,0.276539215,0.619880609,,,0.798868712,0.281171723,0.716033899,0.064434637,0.291493976,0.897133941,0.484413196,0.170543593,0.16960074,0.766053406,0.351993013,0.34510501,0.416361804,0.367332714,0.392630733,0.001299706
Q99567,0.514928464,0.686235533,,,,,,,0.837865527,0.000626397,,,0.275785093,0.405270784,,,,,,,,,,,,,0.351795806,0.067805512,,,,
Q99584,0.51385826,0.20070924,0.8876191,0.382004261,0.444501842,0.0470524,0.837492553,0.166531066,0.837148634,0.739139896,0.176434619,0.359273865,0.276058509,0.354852575,,,,,0.715858215,0.481447952,0.291204141,0.34745528,0.484438922,0.316709119,,,0.351856856,0.242665984,,,,
Q99598,0.514543115,0.094680766,0.887846423,0.089514338,0.444895741,0.007625621,0.836684429,0.34875257,0.837011361,0.146818156,0.178443023,0.000528332,0.27625809,0.961339282,,,,,0.715915583,0.056139371,0.29211611,0.704240329,0.483742623,0.782996825,,,0.352130395,0.160208962,,,,
Q99613,0.51452811,0.574790737,,,0.444850857,0.315637173,0.83708275,0.463310803,0.836830175,0.194794463,0.176405173,0.164181342,0.275674764,0.397482353,,,0.798842797,0.745280913,0.715868448,0.291940205,0.290684834,0.135909374,0.484380184,0.987286379,,,0.352190008,0.043181567,0.415533691,0.181060636,,
Q99622,0.517713409,0.002185114,0.887667934,0.830674349,,,,,,,0.17654071,0.323726656,,,,,,,,,0.291733898,0.051266691,0.484271951,0.113272103,,,0.351175467,0.095376737,,,,
Q99623,0.514780546,0.709675336,0.887591382,0.241971605,0.444882945,0.235945612,0.837656212,0.389556615,0.837149932,0.942412829,0.176597707,0.471728751,0.276320346,0.77191403,0.22635158,0.897952101,0.798890963,0.496504267,0.71595018,0.802439456,0.291434836,0.847514323,0.483856019,0.461509183,0.170158473,0.52558153,0.351946713,0.68329159,0.416024649,0.578435935,0.394305014,0.189196179
Q99627,0.534926397,0.13467689,0.887590367,0.055242467,0.443589314,0.052509309,0.838028305,0.196083212,0.837289656,0.248992801,0.177866268,0.174166363,0.276638964,0.420035189,,,0.798817233,0.402862988,0.717892921,0.756939157,0.291215449,0.03057175,0.483846303,0.493347788,,,0.35239732,0.303271685,0.415801013,0.466903537,,
Q99714,0.51556862,0.170903446,0.888150188,0.006988137,0.444899779,0.54843563,0.837841475,0.067565692,0.837492537,0.030198637,0.176549724,0.372435213,0.276520689,0.630689755,,,0.798907464,0.139410697,0.71602273,0.267921474,0.291443107,0.289521565,0.484025363,0.148983107,0.169502983,0.95588296,0.352135147,0.00245548,0.415935106,0.584897876,,
Q99715,0.514158653,0.525261524,,,0.445050646,0.786646531,0.838344879,0.714982773,0.836863745,0.001139466,0.17570844,6.45E-06,0.276210944,0.772279149,,,0.798908475,0.786176771,0.715978082,0.368948429,0.288846294,0.006491035,,,,,0.351810137,0.149832834,,,,
Q99719,0.514034904,0.079863008,0.887686999,0.335112911,0.444855233,0.754910924,0.837553007,0.128177967,0.835841234,0.275232016,0.176563458,0.400850139,0.276183453,0.536247079,0.227207517,0.252538611,0.798864698,0.0273477,0.715822948,0.075660534,0.291334537,0.092377358,0.483759125,0.227567773,0.170516305,0.972891252,0.351854764,0.001218569,0.416170396,0.102945154,0.339954695,0.821417796
Q99729,0.51402663,0.320927217,0.887657752,0.492834218,0.444473726,0.378529165,0.837474112,0.350400615,0.836954407,0.698895509,0.17664601,0.892006017,0.278238873,0.531767378,,,,,0.716246939,0.490007329,0.291366549,0.574684831,,,,,0.351519836,0.014555745,,,,
Q99733,0.515461821,0.884993801,0.887484806,0.397363047,0.444830344,0.795904577,0.837750187,0.572606275,0.833339674,0.151791184,0.176652292,0.413919743,0.276056365,0.122623895,0.225915665,0.40926867,0.798857369,0.760311862,0.716015806,0.226113478,0.291341422,0.721246651,0.484019289,0.590537497,0.169849366,0.550079581,0.351972542,0.99087032,0.418910221,0.343988192,,
Q99798,0.514903679,0.00082342,0.887710302,0.074222522,0.444871242,0.335119674,0.837712824,0.34564012,0.837100307,0.276207835,0.17662031,0.264686003,0.276345923,0.922751568,0.22648147,0.338452166,0.798875695,0.096533159,0.715955483,0.887006247,0.291396979,0.066771987,0.483853397,0.156314921,0.169950632,0.860257825,0.351925409,0.107383809,0.415966385,0.225655003,0.396892042,0.101342446
Q99805,0.51465523,0.017559146,,,,,,,0.837141208,0.238742074,0.176441404,0.367629084,,,,,0.798808653,0.217069405,0.716008205,0.706872555,0.291945899,0.003733395,0.483609884,0.790765001,,,0.351820615,0.193222083,,,,
Q99829,0.513917572,0.785638707,0.887540891,0.290770552,0.444018753,0.023697009,0.838866857,0.131677979,0.839695002,0.114512775,0.17641201,0.86393096,0.275777117,0.268149805,,,0.798728378,0.622731091,0.715642641,0.459023364,0.291553596,0.337972531,0.484047081,0.41758565,,,0.351554254,9.73E-05,0.415397255,0.73862235,,
Q99832,0.514945857,0.51915343,0.887803915,0.193910077,0.444798717,0.256906272,0.837740155,0.163958943,0.837163923,0.591192116,0.176620118,0.464661592,0.276564918,0.182522055,0.227448345,0.17382881,0.798884058,0.708182481,0.71594387,0.995922241,0.291406204,0.079598327,0.483914856,0.599982148,0.164577227,0.940471753,0.351959306,0.368418373,0.416933212,0.520271546,0.397479198,0.232168462
Q99873,0.514736401,0.687731445,0.887643263,0.729898505,0.444871013,0.784381731,0.836675529,0.144458262,0.836855804,0.168282539,0.176746053,0.623744129,0.27634636,0.856276535,,,0.798875041,0.629551945,0.715994336,0.733049389,0.291487226,0.401692606,0.484732745,0.751405177,,,0.352205675,0.103893823,,,,
Q99959,0.514425212,0.597159455,,,,,0.837140727,0.028952129,0.837175639,0.361418526,,,0.277229121,0.350501628,,,0.798755497,0.057040166,,,0.291065659,0.092420535,,,,,,,,,,
Q99962,0.514177047,0.377026811,0.88779118,0.171925113,0.444904178,0.784318717,0.837531772,0.059011688,,,0.17635667,0.416248547,0.276196349,0.557670495,0.226707948,0.276925893,0.798857535,0.079933813,0.71589206,0.232169636,0.291395301,0.199390707,0.48384442,0.059571926,0.169790415,0.928156466,0.351833401,0.01985957,0.418113312,0.594125022,0.392303276,0.032908265
Q99983,0.514198225,0.953788875,,,,,,,0.837246453,0.941003701,,,,,,,,,,,,,,,,,,,,,,
Q9BPW8,0.51447439,0.110630337,0.888763231,0.018137232,0.444792581,0.090064487,0.837696651,0.273266177,0.837236644,0.923444444,0.176455182,0.432576469,0.276707785,0.14010235,0.231138836,0.204258991,0.798874413,0.149059239,0.715648183,0.094814033,0.291448409,0.374994519,0.483718695,0.459185487,0.168790269,0.200350525,0.351862608,0.027674993,0.415778341,0.251892344,0.394313401,0.618827517
Q9BPX5,0.512245041,0.097188102,0.887848723,0.852829316,0.443811439,0.002929904,0.837274402,0.015433718,0.828226512,0.078782867,0.176389867,0.460175089,0.275986137,0.242579577,,,,,0.715682925,0.073044524,0.291615498,0.242905342,0.483714124,0.273487686,,,0.351915946,0.90947027,0.417922111,0.318877422,,
Q9BQ69,0.515513922,0.665020482,0.888287532,0.034264147,0.447866639,0.002483558,0.84246054,0.327352465,,,0.176384944,0.088338631,0.50262314,0.895607158,,,0.798889838,0.900368726,,,0.291169355,0.590839846,0.485318002,0.383244356,,,0.351900244,0.13562166,0.413920302,0.703874179,,
Q9BQB6,0.514875919,0.133757443,,,,,,,0.837236332,0.584238855,0.176390342,0.856006229,,,,,0.798889284,0.732459739,,,,,,,,,,,,,,
Q9BQE3,0.520063613,0.534160742,0.887555506,0.505486099,0.445102893,0.838521197,0.837617356,0.73075979,,,,,0.275978451,0.147571883,,,,,,,,,,,0.171232752,0.588778691,0.351878259,0.486519295,0.418353939,0.956112961,,
Q9BQE5,0.515293353,0.198756418,0.88907882,0.410633012,0.445544346,0.251242285,0.837528124,0.946384255,0.831554113,0.035375118,,,0.271328082,0.121667874,,,0.798850437,0.318955936,0.716175965,0.188583166,0.291466467,0.317665074,0.482956408,0.284653878,0.169707651,0.602718562,0.351416558,0.015789073,0.415156607,0.118914364,,
Q9BR76,0.514297888,0.964239262,0.887182871,0.100566666,0.445898511,0.294200521,0.838400191,0.002466496,0.83729499,0.681800923,0.175979143,0.107974775,0.276647245,0.324463422,,,0.798885902,0.86844594,0.715994858,0.712088985,0.291627531,0.137598735,0.483216059,0.651495152,,,0.352142196,0.038176967,0.411765607,0.2857191,,
Q9BRA2,0.514208134,0.072602568,0.887616088,0.573200165,0.443555614,0.186571854,0.837516911,0.447844893,0.837879005,0.784166217,0.177463442,0.110832518,0.278567298,0.186843031,,,0.79895175,0.898226886,0.71598986,0.835546111,0.293521923,0.727265777,0.484317768,0.314379356,,,0.352033788,0.131032333,,,,
Q9BRF8,0.51458977,0.80687316,0.887732974,0.49957048,0.445565854,0.11971543,0.862810163,0.952406822,0.83673853,0.112745976,0.176166784,0.095074754,0.277352871,0.850417718,,,0.798959813,0.30926677,0.715942318,0.01477056,0.291078854,0.349042118,0.486000156,0.282966633,,,0.351742566,0.060899299,0.418442286,0.94018559,0.399481228,0.112321475
